origin,destination,origin_iso3,destination_iso3,n_researchers,phd_year_min,phd_year_max,phd_year_mean,origin_year_min,origin_year_max,origin_year_mean,route
LT,DE,LTU,DEU,5,2003,2016,2009,1999,2005,2003,LT → DE
NL,GH,NLD,GHA,5,2009,2016,2012,2005,2011,2009,NL → GH
NL,EG,NLD,EGY,5,1992,2013,2002,1985,2010,1999,NL → EG
CL,SE,CHL,SWE,5,2006,2016,2012,1994,2008,2001,CL → SE
PH,TW,PHL,TWN,5,2004,2016,2013,1999,2008,2004,PH → TW
JP,AE,JPN,ARE,5,2006,2011,2008,2003,2008,2004,JP → AE
EE,FI,EST,FIN,5,1997,2016,2006,1992,2005,2000,EE → FI
CM,GB,CMR,GBR,5,2009,2016,2013,1984,2003,1996,CM → GB
IQ,OM,IRQ,OMN,5,1994,2012,2004,1972,2000,1990,IQ → OM
IL,FR,ISR,FRA,5,1990,2005,1998,1972,2000,1987,IL → FR
BD,QA,BGD,QAT,5,2002,2007,2004,1978,2001,1991,BD → QA
LK,KR,LKA,KOR,5,2016,2016,2016,2004,2009,2007,LK → KR
NL,SG,NLD,SGP,5,1996,2008,2004,1988,2008,2001,NL → SG
NL,KE,NLD,KEN,5,1992,2008,2000,1975,2010,1997,NL → KE
FR,RO,FRA,ROU,5,2007,2011,2008,1998,2010,2003,FR → RO
BD,TH,BGD,THA,5,2016,2016,2016,1994,2009,2003,BD → TH
FR,TW,FRA,TWN,5,1995,2016,2008,1991,2009,1999,FR → TW
IL,SE,ISR,SWE,5,2004,2013,2010,1988,2005,1998,IL → SE
IN,BN,IND,BRN,5,2010,2016,2013,1996,2002,1999,IN → BN
SE,BR,SWE,BRA,5,1978,2008,1994,1968,2000,1988,SE → BR
BR,PY,BRA,PRY,5,2007,2016,2012,1983,2002,1993,BR → PY
BR,NZ,BRA,NZL,5,2007,2016,2013,1984,2002,1997,BR → NZ
RU,SA,RUS,SAU,5,2003,2016,2008,1996,2007,2001,RU → SA
BR,EC,BRA,ECU,5,1997,2006,2004,1992,2002,1999,BR → EC
SA,MY,SAU,MYS,5,2013,2016,2015,2001,2011,2006,SA → MY
RU,LT,RUS,LTU,5,1990,2016,2007,1975,2003,1986,RU → LT
TR,BE,TUR,BEL,5,2011,2016,2014,1998,2007,2004,TR → BE
CO,BE,COL,BEL,5,2010,2016,2014,1999,2007,2003,CO → BE
DK,FI,DNK,FIN,5,1996,2016,2004,1990,2008,2000,DK → FI
LB,IT,LBN,ITA,5,2014,2016,2016,2005,2009,2007,LB → IT
LB,AE,LBN,ARE,5,2006,2013,2010,1963,2003,1988,LB → AE
CO,PR,COL,PRI,5,2014,2016,2016,1993,2008,2000,CO → PR
TN,IT,TUN,ITA,5,2006,2014,2012,1995,2003,2000,TN → IT
IN,PH,IND,PHL,5,1988,2015,2003,1978,2003,1992,IN → PH
SD,MY,SDN,MYS,5,2014,2016,2016,1992,2003,1999,SD → MY
JP,QA,JPN,QAT,5,1991,2011,2003,1988,2006,1999,JP → QA
OM,GB,OMN,GBR,5,2016,2016,2016,1999,2010,2005,OM → GB
NZ,SG,NZL,SGP,5,1984,2012,1997,1980,2003,1988,NZ → SG
CN,CZ,CHN,CZE,5,2013,2016,2014,2002,2011,2006,CN → CZ
BR,IL,BRA,ISR,5,2011,2016,2013,1989,2007,2000,BR → IL
FR,JO,FRA,JOR,5,1987,2009,2000,1979,2005,1990,FR → JO
IN,EE,IND,EST,5,2016,2016,2016,2002,2006,2004,IN → EE
SK,US,SVK,USA,5,1967,2016,1997,1957,2007,1988,SK → US
DZ,QA,DZA,QAT,5,1994,2010,2003,1977,2003,1991,DZ → QA
DZ,GB,DZA,GBR,5,1991,1992,1991,1980,1996,1984,DZ → GB
CO,DK,COL,DNK,5,2007,2016,2012,1990,2002,1999,CO → DK
BE,ZA,BEL,ZAF,5,2001,2005,2003,1970,1999,1987,BE → ZA
SY,ES,SYR,ESP,5,2016,2016,2016,1995,2007,2002,SY → ES
SD,ZA,SDN,ZAF,5,2013,2016,2015,1995,2005,1999,SD → ZA
SD,OM,SDN,OMN,5,1996,2013,2004,1977,2008,1991,SD → OM
CN,BR,CHN,BRA,5,1998,2015,2007,1978,2004,1992,CN → BR
NZ,FR,NZL,FRA,5,1982,2015,1998,1974,2011,1996,NZ → FR
FR,CY,FRA,CYP,5,1985,1994,1989,1976,2008,1988,FR → CY
FR,IN,FRA,IND,5,1979,2012,1996,1975,2009,1994,FR → IN
KR,DK,KOR,DNK,5,2000,2016,2012,1987,2012,2002,KR → DK
KR,AT,KOR,AUT,5,2001,2016,2011,1998,2007,2001,KR → AT
EC,AR,ECU,ARG,5,2016,2016,2016,1993,2005,1999,EC → AR
IN,IQ,IND,IRQ,5,2004,2004,2004,2000,2012,2009,IN → IQ
HR,NL,HRV,NLD,5,2003,2016,2012,1992,2010,2003,HR → NL
AO,PT,AGO,PRT,5,1987,2000,1993,1966,1982,1974,AO → PT
HR,RS,HRV,SRB,5,1994,2016,2005,1978,1982,1980,HR → RS
PS,US,PSE,USA,5,2002,2016,2011,1992,2008,2001,PS → US
PS,SA,PSE,SAU,5,2016,2016,2016,2003,2007,2005,PS → SA
PS,MY,PSE,MYS,5,2011,2016,2015,1997,2006,2000,PS → MY
DE,BG,DEU,BGR,5,1981,2015,2000,1974,2006,1988,DE → BG
CZ,IE,CZE,IRL,5,2011,2012,2012,1993,2007,2001,CZ → IE
AL,MK,ALB,MKD,5,1996,2014,2005,1991,1999,1994,AL → MK
ZM,ZA,ZMB,ZAF,5,2016,2016,2016,1982,2005,1997,ZM → ZA
VE,CL,VEN,CHL,5,2007,2016,2013,1981,2003,1995,VE → CL
ZA,BW,ZAF,BWA,5,2003,2009,2006,1978,2010,1995,ZA → BW
ZA,FI,ZAF,FIN,4,2011,2016,2014,2000,2010,2006,ZA → FI
AM,ES,ARM,ESP,4,1984,2016,2007,1969,2010,1998,AM → ES
HU,EG,HUN,EGY,4,1996,2012,2001,1992,2008,1996,HU → EG
AE,GB,ARE,GBR,4,2016,2016,2016,2003,2012,2007,AE → GB
AE,SA,ARE,SAU,4,2006,2007,2006,1993,2007,2003,AE → SA
ZW,AU,ZWE,AUS,4,2015,2016,2016,1994,2004,2000,ZW → AU
ZA,PT,ZAF,PRT,4,2001,2016,2009,1971,1996,1984,ZA → PT
MX,PT,MEX,PRT,4,1995,2016,2006,1966,2009,1990,MX → PT
CZ,GR,CZE,GRC,4,1999,2008,2004,1994,2005,1998,CZ → GR
DE,AR,DEU,ARG,4,2004,2016,2010,1986,2005,1999,DE → AR
ID,BE,IDN,BEL,4,2011,2016,2014,1997,2005,2001,ID → BE
GE,US,GEO,USA,4,1997,2016,2004,1987,2006,1995,GE → US
GH,DK,GHA,DNK,4,2013,2016,2015,2000,2010,2004,GH → DK
VE,PA,VEN,PAN,4,2008,2008,2008,1972,1987,1976,VE → PA
VN,AT,VNM,AUT,4,2005,2016,2013,1993,2008,1999,VN → AT
HR,DK,HRV,DNK,4,2012,2013,2012,2000,2008,2003,HR → DK
HR,ES,HRV,ESP,4,1996,2016,2010,1985,2008,1998,HR → ES
DE,HU,DEU,HUN,4,2016,2016,2016,1967,2012,1999,DE → HU
DE,IR,DEU,IRN,4,1989,1989,1989,1984,2010,2000,DE → IR
CZ,NZ,CZE,NZL,4,2004,2016,2009,1998,2011,2002,CZ → NZ
SE,BD,SWE,BGD,4,1992,2016,2007,1986,2009,2002,SE → BD
BG,FR,BGR,FRA,4,1977,2007,1998,1969,2004,1990,BG → FR
IN,FJ,IND,FJI,4,1995,1995,1995,1992,2009,1998,IN → FJ
IN,GY,IND,GUY,4,2002,2009,2006,1989,2011,1998,IN → GY
SE,RU,SWE,RUS,4,2002,2013,2009,1997,2008,2004,SE → RU
DZ,US,DZA,USA,4,1991,2002,1996,1978,2009,1995,DZ → US
KN,US,KNA,USA,4,2014,2014,2014,2001,2011,2006,KN → US
EC,GB,ECU,GBR,4,2014,2016,2016,1998,2005,2002,EC → GB
NZ,CH,NZL,CHE,4,2006,2016,2011,1996,2010,2002,NZ → CH
SG,FR,SGP,FRA,4,2012,2014,2013,2004,2013,2008,SG → FR
SG,HK,SGP,HKG,4,1976,2011,1998,1967,2001,1988,SG → HK
SV,ES,SLV,ESP,4,2016,2016,2016,2000,2006,2003,SV → ES
IN,RW,IND,RWA,4,1996,2010,2003,1984,2010,1997,IN → RW
SE,IN,SWE,IND,4,2013,2013,2013,2008,2011,2009,SE → IN
NZ,DK,NZL,DNK,4,2011,2013,2012,2003,2009,2006,NZ → DK
NZ,ES,NZL,ESP,4,2004,2016,2008,1990,2009,2001,NZ → ES
NZ,NO,NZL,NOR,4,1987,2016,2002,1983,2005,1994,NZ → NO
KE,GH,KEN,GHA,4,2011,2011,2011,2007,2012,2010,KE → GH
PE,CA,PER,CAN,4,2004,2016,2010,1986,2003,1995,PE → CA
PE,FR,PER,FRA,4,2008,2016,2013,1992,2006,2001,PE → FR
SE,PL,SWE,POL,4,2015,2015,2015,2001,2007,2004,SE → PL
SD,SE,SDN,SWE,4,2012,2016,2014,1992,1999,1997,SD → SE
SY,AE,SYR,ARE,4,2005,2008,2006,1985,2006,1996,SY → AE
SZ,ZA,SWZ,ZAF,4,2014,2016,2015,1994,2001,1998,SZ → ZA
CO,CR,COL,CRI,4,2016,2016,2016,1987,2004,1998,CO → CR
CO,EC,COL,ECU,4,,,,1974,2006,1996,CO → EC
CO,FI,COL,FIN,4,2012,2016,2014,1995,2007,2000,CO → FI
KR,NZ,KOR,NZL,4,1996,2016,2008,1969,2009,1994,KR → NZ
KR,PH,KOR,PHL,4,1998,2011,2006,1994,2010,2004,KR → PH
KR,PK,KOR,PAK,4,2011,2014,2012,2007,2011,2008,KR → PK
KE,RW,KEN,RWA,4,2007,2016,2012,1995,2008,2003,KE → RW
KE,SE,KEN,SWE,4,2013,2016,2015,1992,2006,2000,KE → SE
KE,TZ,KEN,TZA,4,1996,2011,2005,1980,2007,1993,KE → TZ
SI,DK,SVN,DNK,4,2012,2016,2014,2002,2007,2005,SI → DK
SI,US,SVN,USA,4,2011,2016,2013,2001,2010,2007,SI → US
SK,DE,SVK,DEU,4,1998,2008,2004,1986,1997,1993,SK → DE
TH,MY,THA,MYS,4,2001,2016,2008,1995,2011,2004,TH → MY
TH,PK,THA,PAK,4,2012,2013,2012,2008,2010,2009,TH → PK
TN,AE,TUN,ARE,4,1997,2007,2004,1984,2002,1994,TN → AE
BE,MX,BEL,MEX,4,1983,2013,1998,1964,2009,1986,BE → MX
BE,QA,BEL,QAT,4,1994,2012,2003,1989,1999,1995,BE → QA
IN,CL,IND,CHL,4,2007,2012,2010,1995,2007,2001,IN → CL
FR,KE,FRA,KEN,4,2000,2013,2006,1984,2007,1996,FR → KE
BG,GR,BGR,GRC,4,1992,1992,1992,1982,1996,1990,BG → GR
TR,NO,TUR,NOR,4,2015,2016,2016,2001,2006,2004,TR → NO
BE,ET,BEL,ETH,4,2011,2013,2012,1999,2009,2005,BE → ET
BR,JP,BRA,JPN,4,2014,2016,2016,1999,2006,2003,BR → JP
JP,TR,JPN,TUR,4,2003,2014,2008,1993,2009,2003,JP → TR
JP,VN,JPN,VNM,4,2007,2013,2009,2002,2009,2005,JP → VN
JP,FI,JPN,FIN,4,2003,2012,2009,1995,2002,1999,JP → FI
PH,ID,PHL,IDN,4,1998,1999,1998,1995,2007,1999,PH → ID
PH,NZ,PHL,NZL,4,1992,1995,1994,1980,1988,1984,PH → NZ
PH,QA,PHL,QAT,4,2010,2016,2013,1990,1994,1992,PH → QA
BO,SE,BOL,SWE,4,2011,2016,2014,1999,2005,2002,BO → SE
BR,AT,BRA,AUT,4,1987,2014,2002,1978,2003,1994,BR → AT
BE,FI,BEL,FIN,4,2006,2015,2011,1989,2007,1998,BE → FI
NO,FR,NOR,FRA,4,2011,2014,2012,2003,2008,2006,NO → FR
LB,DE,LBN,DEU,4,2010,2016,2013,1991,2006,1998,LB → DE
NZ,AE,NZL,ARE,4,2008,2012,2010,1998,2011,2005,NZ → AE
NP,CA,NPL,CAN,4,2005,2016,2010,1991,2006,1998,NP → CA
TN,US,TUN,USA,4,2001,2016,2010,1982,2007,1998,TN → US
TR,AE,TUR,ARE,4,2002,2009,2007,1988,1996,1994,TR → AE
TR,FI,TUR,FIN,4,2004,2016,2010,1993,2008,1999,TR → FI
IN,BH,IND,BHR,4,,,,1969,1986,1979,IN → BH
IQ,TR,IRQ,TUR,4,2012,2016,2015,1987,2001,1995,IQ → TR
SA,BH,SAU,BHR,4,2001,2010,2006,1976,1998,1988,SA → BH
SA,GB,SAU,GBR,4,2016,2016,2016,1998,2004,2000,SA → GB
RU,MY,RUS,MYS,4,1970,2016,2002,1965,2009,1995,RU → MY
RU,NP,RUS,NPL,4,,,,1980,1997,1989,RU → NP
RU,PL,RUS,POL,4,1972,2013,1992,1963,2001,1973,RU → PL
RU,SG,RUS,SGP,4,2004,2005,2004,1989,2001,1994,RU → SG
BO,BR,BOL,BRA,4,2006,2016,2011,1992,2001,1996,BO → BR
BO,ES,BOL,ESP,4,2010,2011,2010,1988,1997,1991,BO → ES
FR,OM,FRA,OMN,4,1997,2009,2004,1994,2001,1999,FR → OM
FR,TR,FRA,TUR,4,2004,2010,2008,1983,2006,1998,FR → TR
TR,NZ,TUR,NZL,4,2010,2016,2012,1995,2006,2000,TR → NZ
TR,QA,TUR,QAT,4,2005,2012,2009,1996,2007,2001,TR → QA
TR,RU,TUR,RUS,4,2012,2012,2012,1998,2010,2002,TR → RU
TR,SG,TUR,SGP,4,2012,2016,2014,1998,2009,2004,TR → SG
BE,AT,BEL,AUT,4,2009,2014,2011,1998,2008,2003,BE → AT
GB,AR,GBR,ARG,4,1999,2006,2002,1994,2007,2000,GB → AR
FR,RE,FRA,REU,4,1993,2010,2000,1987,2007,1998,FR → RE
IL,CH,ISR,CHE,4,2012,2016,2015,2001,2010,2006,IL → CH
GB,BB,GBR,BRB,4,1975,2010,1998,1968,2007,1994,GB → BB
NL,MY,NLD,MYS,4,1983,2016,2004,1972,2009,1992,NL → MY
NL,SA,NLD,SAU,4,2005,2011,2007,1999,2008,2003,NL → SA
CR,DE,CRI,DEU,4,2014,2015,2014,2002,2007,2004,CR → DE
KR,QA,KOR,QAT,4,2002,2013,2009,1997,2010,2004,KR → QA
KW,US,KWT,USA,4,2015,2016,2016,1992,2004,2000,KW → US
DK,PT,DNK,PRT,4,2003,2016,2008,1995,2008,1999,DK → PT
DK,SG,DNK,SGP,4,1982,2010,1996,1972,2004,1993,DK → SG
TW,CH,TWN,CHE,4,2007,2016,2013,1995,2006,2002,TW → CH
BD,NL,BGD,NLD,4,2015,2016,2016,2001,2010,2004,BD → NL
IL,PS,ISR,PSE,4,1987,2011,2002,1983,2006,1996,IL → PS
BA,RS,BIH,SRB,4,2013,2016,2014,1973,2009,1996,BA → RS
ET,KR,ETH,KOR,4,2016,2016,2016,1999,2008,2004,ET → KR
ET,MY,ETH,MYS,4,2013,2016,2014,1996,2000,1998,ET → MY
IQ,AE,IRQ,ARE,4,1985,2004,1994,1971,1995,1980,IQ → AE
FI,NL,FIN,NLD,4,2012,2016,2013,2000,2009,2005,FI → NL
FI,NO,FIN,NOR,4,2002,2014,2007,1994,2002,1999,FI → NO
JP,IE,JPN,IRL,4,2008,2013,2010,1992,2007,1998,JP → IE
JP,IT,JPN,ITA,4,2003,2010,2006,1983,2010,1999,JP → IT
JP,LK,JPN,LKA,4,2003,2010,2007,1994,2007,2002,JP → LK
JP,NO,JPN,NOR,4,1994,2004,1999,1991,2005,1999,JP → NO
JP,AT,JPN,AUT,4,2003,2010,2006,1993,2008,2000,JP → AT
BB,GB,BRB,GBR,4,2015,2016,2016,2001,2009,2005,BB → GB
IE,IN,IRL,IND,4,2004,2008,2006,2002,2011,2006,IE → IN
IE,NO,IRL,NOR,4,1994,2010,2004,1985,2001,1995,IE → NO
TW,IN,TWN,IND,4,2012,2012,2012,2002,2008,2005,TW → IN
NL,ET,NLD,ETH,4,2000,2016,2008,1996,2009,2004,NL → ET
NL,IR,NLD,IRN,4,2007,2012,2009,1996,2007,2002,NL → IR
DK,CN,DNK,CHN,4,2006,2013,2010,1973,2013,1998,DK → CN
DK,IE,DNK,IRL,4,1979,2012,2000,1974,2010,1999,DK → IE
DK,IT,DNK,ITA,4,2000,2001,2000,1986,2011,1997,DK → IT
LB,KW,LBN,KWT,4,2004,2012,2007,1994,2001,1998,LB → KW
NL,JP,NLD,JPN,4,1995,2015,2006,1975,2003,1994,NL → JP
TZ,GB,TZA,GBR,4,2011,2011,2011,1981,2011,1995,TZ → GB
BD,DK,BGD,DNK,4,2013,2016,2015,1996,2005,2002,BD → DK
BD,FR,BGD,FRA,4,2012,2016,2014,2002,2009,2004,BD → FR
UA,MX,UKR,MEX,4,1968,1986,1977,1956,1978,1964,UA → MX
NL,CZ,NLD,CZE,4,2004,2004,2004,1980,2008,1994,NL → CZ
LV,US,LVA,USA,4,1978,2014,1992,1972,2004,1981,LV → US
LK,OM,LKA,OMN,4,1994,1999,1996,1979,1996,1985,LK → OM
TZ,US,TZA,USA,4,2001,2016,2008,1987,2006,2000,TZ → US
UA,BE,UKR,BEL,4,2008,2016,2013,1991,2003,1997,UA → BE
ET,CN,ETH,CHN,4,2016,2016,2016,2003,2009,2006,ET → CN
FI,CH,FIN,CHE,4,2010,2013,2011,1998,2006,2003,FI → CH
IR,CY,IRN,CYP,4,2016,2016,2016,2002,2009,2006,IR → CY
PK,ES,PAK,ESP,4,2015,2016,2016,2000,2003,2002,PK → ES
PK,FR,PAK,FRA,4,2011,2016,2014,2001,2010,2004,PK → FR
EG,CH,EGY,CHE,4,2009,2016,2014,1989,2004,1997,EG → CH
EG,DK,EGY,DNK,4,1996,1996,1996,1981,1999,1992,EG → DK
PK,HK,PAK,HKG,4,2015,2016,2016,2002,2011,2006,PK → HK
PK,IR,PAK,IRN,4,2009,2016,2014,2003,2009,2005,PK → IR
BY,DK,BLR,DNK,4,1995,2012,2006,1983,2003,1998,BY → DK
IR,HK,IRN,HKG,4,2016,2016,2016,1999,2004,2002,IR → HK
IR,IE,IRN,IRL,4,2010,2016,2013,1998,2005,2001,IR → IE
UA,CO,UKR,COL,4,1989,1989,1989,1978,2001,1984,UA → CO
UA,FI,UKR,FIN,4,1996,2016,2009,1993,2007,2002,UA → FI
UA,HU,UKR,HUN,4,1997,2008,2005,1984,1999,1989,UA → HU
IE,CH,IRL,CHE,4,2004,2016,2011,2001,2008,2006,IE → CH
US,BH,USA,BHR,4,2007,2010,2008,1995,2007,2002,US → BH
AU,TR,AUS,TUR,4,2003,2007,2005,1980,2003,1992,AU → TR
IE,CN,IRL,CHN,4,1978,2014,2003,1971,2009,1995,IE → CN
IE,FI,IRL,FIN,4,2009,2012,2010,1998,2005,2002,IE → FI
UA,JP,UKR,JPN,4,1986,2012,1998,1975,1997,1989,UA → JP
AU,BN,AUS,BRN,4,1995,2016,2006,1992,2004,2000,AU → BN
US,IQ,USA,IRQ,4,2001,2012,2008,1975,2011,1998,US → IQ
AU,AT,AUS,AUT,4,1991,2012,2005,1972,2006,1995,AU → AT
CY,TR,CYP,TUR,4,2016,2016,2016,1996,2011,2005,CY → TR
NG,DE,NGA,DEU,4,2010,2016,2013,1993,2005,2001,NG → DE
NG,FI,NGA,FIN,4,2016,2016,2016,1993,2005,2001,NG → FI
NG,TR,NGA,TUR,4,2016,2016,2016,1998,2004,2001,NG → TR
MM,AU,MMR,AUS,4,1995,2014,2004,1973,2013,1996,MM → AU
LT,RU,LTU,RUS,4,2012,2012,2012,1959,2009,1989,LT → RU
LV,DE,LVA,DEU,4,2002,2016,2010,1986,2008,1998,LV → DE
US,DO,USA,DOM,4,2004,2004,2004,1979,2007,1994,US → DO
ES,PR,ESP,PRI,4,1992,2011,2003,1989,2000,1995,ES → PR
RS,SE,SRB,SWE,4,2012,2016,2014,1996,2010,2002,RS → SE
CL,DK,CHL,DNK,4,2005,2016,2012,1991,2006,1997,CL → DK
IT,UA,ITA,UKR,4,1989,2012,2000,1983,2010,1994,IT → UA
PK,NL,PAK,NLD,4,2016,2016,2016,2003,2007,2006,PK → NL
RU,CL,RUS,CHL,4,1993,2010,2002,1982,1999,1990,RU → CL
BY,PL,BLR,POL,4,1977,1991,1984,1972,2005,1984,BY → PL
ES,VE,ESP,VEN,4,1977,2016,2003,1973,2010,1995,ES → VE
ET,AU,ETH,AUS,4,2015,2016,2016,2002,2009,2004,ET → AU
US,DZ,USA,DZA,4,1986,2005,1996,1982,2002,1988,US → DZ
US,ET,USA,ETH,4,1993,2013,2006,1988,2008,1996,US → ET
GB,KZ,GBR,KAZ,4,2002,2015,2010,1994,2007,2003,GB → KZ
GB,LY,GBR,LBY,4,2005,2013,2009,2001,2008,2004,GB → LY
GB,SI,GBR,SVN,4,1983,2016,2006,1976,2007,1996,GB → SI
GB,MT,GBR,MLT,4,2007,2012,2010,2003,2011,2007,GB → MT
ID,CN,IDN,CHN,4,2008,2008,2008,1992,2009,2003,ID → CN
IT,EG,ITA,EGY,4,2010,2013,2012,2008,2010,2009,IT → EG
CA,AR,CAN,ARG,4,1985,1985,1985,1982,1991,1986,CA → AR
CA,BD,CAN,BGD,4,2011,2012,2012,1989,2006,2000,CA → BD
PK,TH,PAK,THA,4,2016,2016,2016,2004,2010,2007,PK → TH
JO,IT,JOR,ITA,4,2016,2016,2016,1994,2005,2000,JO → IT
EG,PT,EGY,PRT,4,2009,2009,2009,1994,2011,2005,EG → PT
PL,VN,POL,VNM,4,2000,2011,2006,1968,2007,1992,PL → VN
RS,IT,SRB,ITA,4,2011,2016,2014,1998,2009,2004,RS → IT
IS,GB,ISL,GBR,4,2007,2016,2012,1973,2011,1998,IS → GB
GB,VN,GBR,VNM,4,2007,2016,2011,1998,2007,2003,GB → VN
MY,KR,MYS,KOR,4,2012,2016,2015,2004,2010,2007,MY → KR
MY,NG,MYS,NGA,4,2012,2015,2013,2009,2010,2009,MY → NG
MY,SE,MYS,SWE,4,2000,2011,2005,1989,1999,1995,MY → SE
MY,YE,MYS,YEM,4,2006,2012,2009,2002,2010,2006,MY → YE
NG,BW,NGA,BWA,4,2002,2013,2008,1985,2001,1995,NG → BW
MA,ES,MAR,ESP,4,2001,2016,2012,1989,2008,1999,MA → ES
MA,GB,MAR,GBR,4,1997,2002,2000,1983,1997,1989,MA → GB
NG,CM,NGA,CMR,4,1995,1997,1996,1985,2008,1997,NG → CM
US,RS,USA,SRB,4,2003,2003,2003,1987,2008,1998,US → RS
US,SI,USA,SVN,4,1983,2005,1991,1978,2000,1987,US → SI
GB,RO,GBR,ROU,4,1977,2014,2001,1973,2010,1997,GB → RO
HU,IL,HUN,ISR,4,1958,1958,1958,1952,2007,1992,HU → IL
AT,IE,AUT,IRL,4,1997,2013,2007,1993,2011,2003,AT → IE
MY,BN,MYS,BRN,4,1997,2016,2006,1992,2009,2004,MY → BN
MY,CN,MYS,CHN,4,2015,2016,2016,2004,2010,2007,MY → CN
CZ,AU,CZE,AUS,4,1997,2016,2010,1972,2008,1996,CZ → AU
CZ,CO,CZE,COL,4,1993,2011,2005,1963,2007,1990,CZ → CO
CZ,ES,CZE,ESP,4,1993,2016,2004,1979,2005,1990,CZ → ES
MM,TH,MMR,THA,4,2016,2016,2016,1997,2008,2001,MM → TH
DE,KE,DEU,KEN,4,2007,2008,2008,2003,2005,2004,DE → KE
PT,QA,PRT,QAT,4,1993,2010,2004,1972,1997,1986,PT → QA
IT,HU,ITA,HUN,4,2008,2009,2008,1992,2000,1996,IT → HU
ES,GR,ESP,GRC,4,1996,2016,2008,1986,2010,2000,ES → GR
CA,CY,CAN,CYP,4,1990,2009,2000,1986,2009,1994,CA → CY
RS,AU,SRB,AUS,4,1985,2003,1994,1981,1986,1984,RS → AU
RO,NO,ROU,NOR,4,2008,2008,2008,1995,1999,1998,RO → NO
CA,GR,CAN,GRC,4,1977,1983,1980,1973,1983,1977,CA → GR
CA,HU,CAN,HUN,4,1993,2016,2005,1983,2007,1994,CA → HU
IT,EE,ITA,EST,4,2005,2010,2008,1993,2004,1999,IT → EE
ES,KR,ESP,KOR,4,1992,2012,2000,1979,2010,1998,ES → KR
GR,JP,GRC,JPN,4,2007,2016,2013,2000,2003,2002,GR → JP
PY,BR,PRY,BRA,4,2002,2016,2011,1983,2004,1992,PY → BR
CH,EG,CHE,EGY,4,2003,2011,2006,1959,2006,1991,CH → EG
PL,BE,POL,BEL,4,2010,2016,2014,1997,2012,2006,PL → BE
PL,CZ,POL,CZE,4,2009,2016,2012,1999,2004,2002,PL → CZ
IT,TR,ITA,TUR,4,2008,2013,2010,1998,2011,2006,IT → TR
ES,IN,ESP,IND,4,2009,2015,2012,1985,2010,2001,ES → IN
IT,JO,ITA,JOR,4,2002,2011,2008,1999,2009,2006,IT → JO
PT,MO,PRT,MAC,4,2006,2009,2007,1995,2009,2001,PT → MO
GB,ZW,GBR,ZWE,4,1995,1995,1995,1976,2003,1987,GB → ZW
VN,CH,VNM,CHE,4,2009,2016,2014,1986,2007,1998,VN → CH
VN,DK,VNM,DNK,4,1996,2016,2010,1968,2005,1994,VN → DK
GR,TR,GRC,TUR,4,2005,2012,2009,2000,2004,2001,GR → TR
HK,SE,HKG,SWE,4,2004,2012,2008,1997,2004,2001,HK → SE
HK,TW,HKG,TWN,4,1995,2014,2005,1973,2003,1995,HK → TW
MX,CH,MEX,CHE,4,1995,2016,2007,1978,2005,1996,MX → CH
AR,PE,ARG,PER,4,,,,1983,2000,1991,AR → PE
VE,AR,VEN,ARG,4,2016,2016,2016,1981,2007,1996,VE → AR
AT,CO,AUT,COL,3,2000,2000,2000,1990,2005,1998,AT → CO
TH,VN,THA,VNM,3,2011,2016,2014,2001,2005,2002,TH → VN
TW,NL,TWN,NLD,3,2016,2016,2016,2003,2007,2005,TW → NL
US,LY,USA,LBY,3,1985,2013,1999,1979,2009,1999,US → LY
TW,MY,TWN,MYS,3,2015,2015,2015,1997,2010,2003,TW → MY
US,LU,USA,LUX,3,2000,2008,2005,1995,2004,2000,US → LU
US,LT,USA,LTU,3,1997,2016,2005,1993,2006,1998,US → LT
ZA,SZ,ZAF,SWZ,3,1997,1997,1997,1975,1987,1983,ZA → SZ
US,HR,USA,HRV,3,2003,2016,2010,1997,1998,1998,US → HR
SG,SE,SGP,SWE,3,2014,2014,2014,2000,2011,2004,SG → SE
AU,CL,AUS,CHL,3,2006,2013,2008,2002,2009,2005,AU → CL
ZA,NL,ZAF,NLD,3,2011,2016,2014,1994,2009,2002,ZA → NL
AU,BT,AUS,BTN,3,2013,2013,2013,2003,2009,2006,AU → BT
AU,BE,AUS,BEL,3,2008,2015,2011,2000,2005,2003,AU → BE
SG,SA,SGP,SAU,3,2009,2013,2011,2005,2008,2006,SG → SA
ID,FR,IDN,FRA,3,2016,2016,2016,2004,2008,2005,ID → FR
SE,GR,SWE,GRC,3,1982,2002,1992,1972,2007,1992,SE → GR
TH,NP,THA,NPL,3,1994,1994,1994,1991,2009,2001,TH → NP
BD,NP,BGD,NPL,3,,,,1986,2005,1995,BD → NP
TW,FR,TWN,FRA,3,2014,2016,2015,2004,2006,2005,TW → FR
US,GT,USA,GTM,3,1994,2016,2005,1989,2009,1999,US → GT
TW,ES,TWN,ESP,3,2011,2016,2013,1998,2006,2001,TW → ES
TW,BE,TWN,BEL,3,2008,2012,2010,1996,2006,2000,TW → BE
AU,MX,AUS,MEX,3,2005,2009,2007,1998,2006,2002,AU → MX
ZA,IL,ZAF,ISR,3,1991,1998,1994,1974,1984,1980,ZA → IL
AU,LB,AUS,LBN,3,,,,1996,2006,2001,AU → LB
ZA,ET,ZAF,ETH,3,2015,2016,2016,2009,2011,2010,ZA → ET
